great	location,23524
good	room,23499
good	location,23154
great	room,20588
good	value,18750
nice	room,16751
free	internet,13334
lovely	room,12876
great	value,12463
great	time,12184
nice	location,11537
friendly	staff,10413
helpful	staff,10402
great	staff,9642
nice	size,9467
wonderful	location,8926
clean	room,8520
perfect	location,8109
top	floor,7518
wonderful	time,7333
good	time,7318
good	size,6967
wonderful	room,6779
comfortable	room,6039
excellent	staff,5790
comfortable	beds,5542
comfortable	bed,5484
fresh	fruit,5396
superior	room,5315
nice	touch,5170
good	restaurants,4919
top	bar,4755
perfect	room,4529
good	quality,4489
reasonable	value,4469
excellent	room,4402
best	time,4306
complimentary	breakfast,4186
beautiful	room,4133
great	breakfast,3898
enough	room,3860
quiet	location,3771
terrific	staff,3727
great	restaurants,3556
good	selection,3514
excellent	location,3469
nice	time,3372
good	breakfast,3300
comfortable	time,3257
nice	touches,3045
hot	water,2852
nice	staff,2845
quiet	room,2844
enough	space,2686
easy	location,2650
bad	time,2634
spacious	room,2601
top	notch,2598
best	breakfast,2596
good	staff,2590
good	reviews,2576
good	eat,2508
good	things,2491
modern	decor,2457
modern	room,2360
amazing	location,2333
good	hotels,2308
excellent	restaurants,2286
excellent	value,2206
amazing	time,2159
nice	hotels,2106
top	terrace,2064
perfect	size,2050
enjoyable	time,2041
friendly	room,2027
positive	reviews,2019
nice	breakfast,1943
fresh	air,1934
bright	colors,1839
nice	restaurants,1791
good	use,1762
amazing	staff,1754
free	drink,1750
best	staff,1743
exceptional	staff,1732
reasonable	size,1727
awful	room,1707
attentive	staff,1658
free	aveda,1646
easy	access,1643
inexpensive	room,1631
spotless	room,1623
perfect	time,1610
convenient	location,1583
free	wi-fi,1580
great	job,1555
amazing	views,1550
great	find,1511
fabulous	location,1504
fabulous	room,1494
hot	drinks,1494
great	sites,1480
available	space,1473
charming	room,1464
tough	day,1451
super	comfy,1450
great	views,1444
cold	meats,1435
excellent	food,1429
popular	tourist,1410
incredible	location,1407
wonderful	job,1403
negative	reviews,1391
