good	room,24478
good	location,23725
great	location,23552
great	room,21095
good	value,19605
nice	room,17512
free	internet,13985
lovely	room,13216
great	value,13020
nice	location,12444
great	time,11995
friendly	staff,10715
helpful	staff,10414
great	staff,10362
nice	size,10210
clean	room,8832
wonderful	location,8550
perfect	location,7810
top	floor,7798
good	time,7303
good	size,7222
wonderful	time,7149
wonderful	room,6852
comfortable	room,6130
excellent	staff,6051
comfortable	beds,5849
comfortable	bed,5776
superior	room,5535
fresh	fruit,5503
nice	touch,5350
good	restaurants,5056
reasonable	value,4801
good	quality,4765
perfect	room,4675
top	bar,4462
excellent	room,4397
complimentary	breakfast,4173
great	breakfast,4158
best	time,4120
quiet	location,4051
enough	room,3916
beautiful	room,3895
terrific	staff,3836
good	selection,3680
comfortable	time,3585
nice	time,3516
great	restaurants,3463
excellent	location,3386
good	breakfast,3348
nice	touches,3207
nice	staff,2984
enough	space,2965
quiet	room,2941
best	breakfast,2755
top	notch,2744
good	reviews,2721
spacious	room,2692
modern	decor,2688
bad	time,2656
easy	location,2648
good	staff,2606
hot	water,2548
good	things,2512
good	eat,2489
modern	room,2437
excellent	restaurants,2389
nice	hotels,2351
perfect	size,2302
good	hotels,2286
excellent	value,2255
friendly	room,2191
amazing	location,2176
positive	reviews,2157
amazing	time,2088
bright	colors,2068
enjoyable	time,2050
fresh	air,2020
free	drink,1929
nice	breakfast,1924
top	terrace,1918
exceptional	staff,1867
best	staff,1860
reasonable	size,1857
good	use,1853
amazing	staff,1833
free	aveda,1819
nice	restaurants,1810
attentive	staff,1762
convenient	location,1757
spotless	room,1710
awful	room,1666
perfect	time,1635
available	space,1618
free	wi-fi,1608
hot	drinks,1608
great	sites,1605
great	find,1580
great	job,1568
super	comfy,1562
tough	day,1551
easy	access,1549
wonderful	job,1538
excellent	food,1523
fabulous	room,1515
great	size,1512
positive	note,1511
nice	atmosphere,1500
inexpensive	room,1477
popular	tourist,1469
honored	guest,1466
safe	walking,1465
charming	room,1461
loud	heater,1458
trendy	boutique,1458
best	bagels,1458
warm	food,1458
funky	decor,1458
comfortable	linens,1458
amazing	views,1456
free	room,1436
nice	day,1422
strong	breakfast,1416
fabulous	location,1403
great	views,1402
cold	cuts,1399
cold	meats,1394
nice	lobby,1389
excellent	time,1351
good	prices,1345
great	food,1330
worst	room,1314
incredible	location,1302
negative	reviews,1292
pleasant	time,1275
good	food,1271
negative	time,1256
delicious	breakfast,1254
helpful	front,1251
friendly	doorman,1250
unpleasant	time,1250
panoramic	location,1236
amazing	pantheon,1229
nice	shower,1224
trendy	room,1223
favorite	room,1220
good	part,1213
lovely	location,1208
great	spot,1206
nice	linens,1192
decent	selection,1191
good	nights,1187
warm	welcome,1180
happy	people,1174
decent	workout,1172
good	sized,1159
free	upgrade,1153
sour	taste,1132
great	places,1067
best	travel,1066
hot	day,1051
cold	air,1047
hospitable	staff,1025
great	reviews,1016
wonderful	trip,1003
wonderful	views,997
lovely	staff,993
expensive	room,989
romantic	getaway,986
quiet	street,985
poor	quality,966
reasonable	rates,966
unusual	room,949
good	job,936
free	buffet,932
good	shower,932
beautiful	travel,932
excellent	breakfast,929
great	recommendations,928
positive	time,924
good	variety,921
wonderful	weekend,911
lively	room,905
great	touch,899
bad	taste,898
comfortable	king,885
bad	staff,883
fun	room,882
nice	boutique,882
free	use,879
fabulous	value,878
friendly	people,878
nice	rooftop,871
clean	bathrooms,864
excellent	english,863
unbeatable	location,861
complimentary	bottle,858
decent	value,851
pleasant	surprise,850
great	tips,847
upgraded	room,846
spectacular	location,846
cool	air,845
great	advice,843
better	food,836
seasoned	travellers,833
good	mood,830
fine	room,829
excellent	internet,829
adequate	size,828
fresh	breakfast,822
smallish	room,821
fresh	pastries,817
efficient	staff,817
finest	hotels,816
favorite	hotels,815
comfortable	furniture,813
good	review,805
amazing	travel,804
incredible	pantheon,802
excellent	selection,799
good	shape,793
nice	spread,788
better	deals,787
nice	fitness,786
super	nice,784
wonderful	boutique,772
fresh	towels,771
great	feature,771
good	choices,770
expensive	breakfast,769
positive	side,768
comfortable	walking,767
nightmare	flight,762
excellent	eat,760
reasonable	prices,754
wonderful	restaurants,753
free	weights,753
fair	amount,752
good	people,748
nice	clean,748
nice	bed,747
easy	chair,747
nice	setting,741
excellent	variety,741
nice	comfy,740
better	choices,740
enough	water,740
complimentary	computer,740
pretty	sure,740
free	computers,740
bad	impression,740
reasonable	location,739
best	customer,739
modern	look,739
